@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC

@ATTRIBUTE classe {Cat, Dog}

@DATA
2.729E1,1.638E-1,5.859E-3,8.156E2,3.467E-3,1.296E-1,0E0,5.549E1,0E0,0E0,0E0,4.864E2,1.577E1,1.066E1,4.399E0,5.427E0,5.6E0,6.082E0,3.775E0,4.235E0,5.822E0,5.457E0,4.587E0,3.517E0,4.042E-1,4.757E-1,2.951E-1,1.954E-1,1.152E-1,1.223E-1,1.19E-1,1.062E-1,1.412E-1,0E0,1.597E-1,3.201E1,1.451E3,5.541E4,1.734E7,2.556E1,1.336E-1,2.5E-3,7.788E2,2.266E-3,8.664E-2,0E0,5.134E1,0E0,0E0,0E0,-6.414E2,-1.056E1,-8.596E0,-1.989E0,-3.806E0,3.731E0,5.314E0,1.641E0,-2.071E0,-3.803E0,-2.909E-1,3.025E0,6.792E-1,-4.073E-1,4.434E-1,-1.61E-1,5.208E-3,-2.447E-2,4.84E-2,6.312E-2,6.216E-2,8.935E-2,0E0,1.103E-1,2.948E1,6.306E2,1.809E4,5.882E6,Cat
1.538E1,8.138E-2,2.067E-4,1.728E2,4.637E-4,1.589E-2,6.371E-2,2.829E1,1.856E1,1.034E0,1.085E-3,1.766E1,5.574E0,3.45E0,1.957E0,1.773E0,1.64E0,1.896E0,1.696E0,1.688E0,1.544E0,1.705E0,1.707E0,1.456E0,8.172E-2,2.178E-1,1.313E-1,1.64E-1,1.113E-1,7.47E-2,7.941E-2,8.182E-2,6.797E-2,0E0,2.889E-2,1.716E1,9.912E2,1.045E5,1.873E7,8.817E0,4.213E-2,5.145E-5,1.502E3,3.072E-4,1.104E-2,7.353E-1,2.538E1,4.289E1,2.471E0,1.12E-2,-1.908E2,4.695E0,-1.088E0,3.185E0,2.318E0,1.499E0,1.808E0,3.352E-1,-1.955E-1,-3.552E-1,3.569E-1,1.838E-2,-1.697E-1,-9.638E-1,1.898E-1,6.038E-2,6.765E-2,-8.958E-2,-2.273E-2,-4.306E-2,2.148E-2,-4.477E-3,0E0,2.074E-2,3.84E1,3.134E3,3.467E5,6.343E7,Cat
1.731E1,1.161E-1,1.219E-4,2.365E2,3.328E-4,1.367E-2,8.48E-2,3.396E1,3.84E1,8.586E-1,1.004E-3,1.721E1,6.601E0,3.634E0,2.642E0,2.06E0,2.376E0,1.674E0,1.698E0,1.653E0,1.607E0,1.644E0,1.661E0,1.369E0,1.223E-1,2.049E-1,2.193E-1,1.443E-1,1.924E-1,1.449E-1,1.242E-1,1.292E-1,1.191E-1,0E0,3.259E-2,1.747E1,9.071E2,9.767E4,1.459E7,9.693E0,5.622E-2,3.22E-5,1.526E3,2.801E-4,1.098E-2,6.626E-1,3.37E1,8.279E1,3.328E0,1.208E-2,-1.832E2,7.055E0,4.263E0,-3.42E-1,1.03E0,6.619E-1,2.204E-1,-6.75E-2,4.131E-1,-9.645E-1,1.177E0,-6.309E-1,-2.412E-1,-9.495E-1,6.186E-2,-2.308E-1,1.537E-1,7.511E-2,1.22E-1,-1.149E-1,7.556E-2,2.562E-2,0E0,2.45E-2,4.493E1,3.744E3,3.53E5,6.356E7,Cat
1.739E1,1.443E-1,5.48E-3,1.368E2,3.06E-3,9.241E-2,0E0,4.495E1,0E0,0E0,0E0,2.84E1,7.47E0,5.426E0,2.463E0,2.122E0,2.884E0,3.901E0,2.971E0,2.992E0,4.026E0,4.471E0,2.679E0,1.82E0,9.315E-2,3.24E-1,1.309E-1,1.96E-1,2.571E-1,1.647E-1,1.213E-1,1.06E-1,1.073E-1,0E0,1.691E-1,2.246E1,9.689E2,1.005E5,1.539E7,1.279E1,1.059E-1,3.505E-3,1.504E3,3.728E-3,1.25E-1,0E0,4.066E1,0E0,0E0,0E0,-1.518E2,-3.058E0,2.948E-1,4.522E0,4.978E0,4.972E0,1.563E-1,-2.411E0,7.779E-1,3.972E0,-1.982E0,-4.28E-1,1.773E-2,-9.322E-1,1.776E-1,-7.929E-3,-6.507E-2,-2.002E-1,3.243E-2,-1.136E-1,3.83E-2,-4.758E-2,0E0,2.238E-1,4.456E1,3.692E3,3.715E5,7.136E7,Cat
3.216E1,1.878E-1,4.635E-3,1.962E2,2.18E-3,8.22E-2,4.685E-2,6.149E1,1.472E0,7.584E-1,3.979E-5,1.626E1,7.484E0,4.252E0,2.919E0,2.482E0,2.705E0,3.978E0,2.672E0,4.007E0,3.825E0,2.82E0,2.342E0,1.409E0,2.207E-1,3.521E-1,1.827E-1,1.678E-1,1.407E-1,1.855E-1,1.763E-1,1.567E-1,1.548E-1,0E0,1.899E-1,2.659E1,1.048E3,1.453E5,2.267E7,2.36E1,1.26E-1,2.054E-3,1.532E3,2.203E-3,8.319E-2,6.406E-1,5.46E1,1.08E2,1.844E2,1.009E-2,-1.501E2,-1.511E0,8.103E-1,3.215E0,2.177E0,1.214E0,-1.254E0,4.619E-1,1.93E0,-1.883E0,1.339E-1,2.887E-1,-1.576E-1,-8.636E-1,2.117E-1,-1.021E-1,9.195E-2,-1.041E-1,1.036E-1,4.969E-3,8.314E-2,-8.557E-3,0E0,1.676E-1,5.4E1,3.547E3,3.055E5,5.88E7,Cat
2.75E1,1.519E-1,2.911E-3,2.062E2,1.753E-3,6.465E-2,6.77E-2,5.244E1,4.282E-14,9.225E0,8.773E-4,1.538E1,1.051E1,2.767E0,2.679E0,2.121E0,1.936E0,1.866E0,2.266E0,1.887E0,2.523E0,1.665E0,2.475E0,1.673E0,1.741E-1,3.613E-1,2.306E-1,1.554E-1,1.651E-1,1.187E-1,9.928E-2,9.997E-2,9.065E-2,0E0,1.575E-1,2.069E1,1.174E3,1.551E5,2.511E7,1.884E1,1.008E-1,9.205E-4,1.546E3,1.531E-3,5.79E-2,6.984E-1,5.32E1,9.146E1,1.222E2,1.366E-2,-1.449E2,2.406E0,3.112E0,7.525E-1,2.599E0,2.767E0,2.519E0,6.544E-1,-9.537E-1,-1.822E0,-8.867E-1,-1.925E-1,-3.865E-1,-8.919E-1,8.016E-2,-1.013E-1,1.327E-1,2.59E-2,-1.564E-3,9.367E-3,2.287E-2,-1.642E-2,0E0,1.376E-1,5.42E1,4.047E3,3.737E5,7.164E7,Cat
2.424E1,1.376E-1,2.426E-3,1.98E2,1.503E-3,5.987E-2,4.734E-2,4.759E1,8.624E1,1.307E1,6.331E-4,1.629E1,1.015E1,3.226E0,2.236E0,2.163E0,1.894E0,1.839E0,2.129E0,1.821E0,2.607E0,1.616E0,2.794E0,1.67E0,1.449E-1,3.495E-1,2.434E-1,1.638E-1,1.579E-1,1.184E-1,1.088E-1,9.12E-2,8.81E-2,0E0,1.499E-1,1.951E1,1.227E3,1.468E5,2.456E7,1.675E1,8.849E-2,7.035E-4,1.558E3,1.45E-3,5.566E-2,7.677E-1,5.082E1,8.448E1,6.88E1,9.375E-3,-1.457E2,2.467E0,2.898E0,9.429E-1,2.928E0,2.917E0,2.88E0,9.592E-1,-4.605E-1,-1.857E0,-9.628E-1,-1.966E-1,-5.695E-1,-9.076E-1,5.388E-2,-1.15E-1,1.378E-1,4.976E-2,2.199E-2,8.62E-3,1.884E-2,-1.423E-2,0E0,1.335E-1,5.342E1,4.133E3,3.783E5,7.238E7,Cat
2.497E1,1.501E-1,1.551E-3,1.852E2,1.354E-3,5.451E-2,5.02E-2,4.941E1,0E0,0E0,0E0,1.793E1,1.041E1,3.369E0,2.152E0,2.274E0,1.68E0,1.981E0,2.315E0,1.689E0,3.018E0,1.728E0,3.175E0,1.619E0,1.424E-1,3.598E-1,2.263E-1,1.763E-1,1.459E-1,1.026E-1,1.107E-1,9.23E-2,8.095E-2,0E0,1.593E-1,1.853E1,1.189E3,1.447E5,2.454E7,1.849E1,9.874E-2,6.204E-4,1.583E3,1.311E-3,5.213E-2,7.943E-1,5.458E1,0E0,0E0,0E0,-1.485E2,5.094E-1,2.612E0,1.08E0,3.089E0,2.858E0,2.641E0,9.352E-1,-1.772E-1,-2.219E0,-1.003E0,1.129E-1,-5.523E-1,-9.007E-1,4.433E-2,-1.959E-1,1.474E-1,6.734E-2,4.289E-2,1.304E-2,1.573E-2,-3.446E-3,0E0,1.306E-1,5.684E1,4.277E3,3.674E5,7.097E7,Cat
1.548E1,9.823E-2,4.876E-3,2.34E2,2.987E-3,1.123E-1,0E0,3.413E1,0E0,0E0,0E0,1.977E1,7.519E0,5.631E0,3.449E0,2.061E0,5.082E0,2.908E0,4.336E0,5.07E0,4.421E0,3.491E0,2.325E0,2.337E0,7.34E-2,4.542E-1,2.977E-1,2.289E-1,1.497E-1,1.576E-1,1.294E-1,1.379E-1,1.374E-1,0E0,1.812E-1,1.977E1,1.197E3,1.211E5,2.245E7,1.461E1,7.487E-2,2.098E-3,1.647E3,3.936E-3,1.415E-1,0E0,3.367E1,0E0,0E0,0E0,-1.682E2,-3.654E-1,-1.035E0,-1.367E0,3.443E0,4.885E0,1.906E0,-3.507E0,-4.205E0,2.762E0,2.496E0,-1.982E0,-2.182E0,-9.494E-1,3.807E-1,-1.027E-2,2.063E-1,-2.035E-2,1.048E-1,4.531E-2,-3.006E-2,-1.209E-3,0E0,1.735E-1,3.293E1,2.078E3,2.157E5,3.887E7,Cat
1.314E1,9.857E-2,2.575E-3,1.921E2,2.1E-3,7.894E-2,8.265E-2,3.053E1,7.534E1,6.512E1,5.446E-4,1.97E1,5.92E0,3.468E0,2.763E0,3.652E0,2.852E0,2.628E0,2.965E0,3.915E0,4.462E0,4.376E0,4.407E0,4.243E0,7.556E-2,4.162E-1,2.747E-1,1.607E-1,1.276E-1,1.042E-1,1.187E-1,1.293E-1,8.248E-2,0E0,1.413E-1,1.388E1,1.447E3,1.072E5,2.189E7,2.177E1,1.309E-1,1.083E-3,1.669E3,3.044E-3,1.164E-1,4.722E-1,5.099E1,1.271E2,3.489E2,9.749E-3,-1.275E2,1.976E0,-5.983E-1,1.449E-1,-2.676E0,-1.423E0,-1.874E0,-1.768E-1,1.177E0,1.371E0,1.174E0,-1.623E0,-1.952E0,-9.199E-1,4.802E-1,-1.44E-1,5.109E-2,1.031E-2,2.343E-2,4.056E-2,1.374E-1,-3.093E-2,0E0,2.168E-1,5.167E1,3.223E3,2.859E5,5.316E7,Cat
1.055E1,1.264E-1,1.552E-3,1.709E2,1.938E-3,7.692E-2,0E0,2.546E1,0E0,0E0,0E0,1.71E1,4.461E0,3.029E0,1.852E0,1.748E0,1.647E0,3.201E0,2.838E0,2.52E0,3.539E0,1.859E0,1.799E0,1.85E0,8.345E-2,4.036E-1,9.751E-2,1.4E-1,1.027E-1,2.069E-1,1.146E-1,1.382E-1,1.712E-1,0E0,1.61E-1,9.068E0,1.28E3,5.757E4,1.807E7,4.854E1,3.45E-1,9.111E-4,1.616E3,1.626E-3,6.837E-2,0E0,1.137E2,0E0,0E0,0E0,-1.316E2,-3.15E0,-1.906E0,2.554E0,8.943E-1,2.682E0,1.915E0,7.508E-1,-1.344E0,-2.973E0,5.598E-1,5.776E-1,5.19E-1,-7.386E-1,1.062E-1,2.573E-2,1.33E-1,-1.207E-1,2.736E-2,2.463E-2,1.199E-1,-6.405E-2,0E0,1.818E-1,8.44E1,4.898E3,2.65E5,5.885E7,Cat
1.04E1,6.926E-2,9.393E-4,1.242E2,1.243E-3,4.724E-2,3.469E-2,2.166E1,3.145E1,5.158E1,3.47E-4,1.608E1,6.809E0,3.746E0,2.381E0,2.126E0,1.921E0,2.376E0,2.232E0,2.682E0,2.109E0,2.421E0,2.13E0,2.289E0,5.466E-2,7.928E-2,1.653E-1,1.748E-1,1.671E-1,1.268E-1,1.193E-1,1.061E-1,9.723E-2,0E0,1.313E-1,9.139E0,3.015E2,3.472E4,6.161E6,3.215E1,1.928E-1,1.04E-3,1.641E3,2.444E-3,1.004E-1,5.486E-1,7.316E1,2.079E2,3.038E2,9.325E-3,-1.073E2,-1.508E0,-6.513E0,-1.219E0,-3.063E0,9.703E-1,1.274E0,3.28E-1,-2.168E0,-1.858E0,-4.527E-1,-7.685E-1,-1.419E0,-8.889E-1,7.702E-1,-4.137E-1,2.407E-1,-2.029E-2,8.351E-2,6.012E-2,8.905E-2,6.346E-2,0E0,3.062E-1,4.894E1,1.668E3,1.223E5,2.002E7,Cat
5.98E0,4.882E-2,1.37E-3,1.302E2,1.323E-3,4.893E-2,4.307E-2,1.369E1,2.102E1,2.369E1,1.348E-4,7.803E0,4.396E0,2.954E0,2.276E0,2.452E0,1.776E0,2.225E0,2.089E0,2.271E0,1.948E0,2.178E0,1.983E0,1.814E0,3.155E-2,6.976E-2,1.63E-1,1.892E-1,1.324E-1,1.285E-1,1.045E-1,9.71E-2,9.143E-2,0E0,1.139E-1,5.968E0,3.004E2,2.919E4,5.202E6,2.76E1,1.581E-1,1.355E-3,1.623E3,2.876E-3,1.169E-1,6.038E-1,6.284E1,1.189E2,3.669E2,8.973E-3,-1.017E2,1.754E0,-6.517E0,-2.012E0,-2.223E0,7.029E-1,8.55E-1,1.288E-1,-3.189E0,-1.801E0,-7.597E-1,-1.037E0,-1.595E0,-9.187E-1,7.859E-1,-3.53E-1,2.141E-1,7.363E-2,8.437E-2,-5.318E-3,9.551E-2,1.013E-1,0E0,3.345E-1,4.467E1,1.622E3,1.317E5,2.114E7,Cat
1.278E1,1.248E-1,1.888E-3,3.869E2,1.046E-3,4.023E-2,0E0,2.629E1,0E0,0E0,0E0,4.063E1,3.141E0,3.67E0,2.326E0,2.552E0,3.827E0,2.717E0,2.808E0,2.846E0,4.515E0,5.766E0,3.693E0,4.309E0,1.198E-1,3.533E-1,1.715E-1,1.807E-1,1.578E-1,1.753E-1,1.507E-1,1.929E-1,1.053E-1,0E0,1.229E-1,1.697E1,1.314E3,6.522E4,1.382E7,3.798E1,2.235E-1,8.32E-4,1.665E3,2.046E-3,8.039E-2,0E0,7.971E1,0E0,0E0,0E0,-1.43E2,-6.364E0,-1.012E1,-1.32E0,-3.644E0,-7.862E0,-2.61E0,-1.032E0,5.358E0,4.494E0,-1.669E-1,-4.679E0,-4.432E0,-8.44E-1,6.36E-1,-4.147E-2,6.715E-2,-1.545E-1,-6.279E-2,-1.084E-1,4.062E-1,4.154E-3,0E0,1.783E-1,6.262E1,2.951E3,2.22E5,3.972E7,Cat
1.781E1,9.422E-2,1.809E-3,1.651E2,1.333E-3,5.063E-2,3.924E-2,3.634E1,1.156E-13,1.474E1,9.947E-5,1.606E1,3.673E0,5.097E0,2.519E0,1.884E0,1.977E0,1.919E0,1.786E0,2.02E0,1.737E0,1.631E0,1.777E0,1.761E0,1.578E-1,1.153E-1,1.51E-1,1.768E-1,1.862E-1,1.19E-1,1.097E-1,1.157E-1,9.859E-2,0E0,1.692E-1,1.323E1,4.859E2,3.083E4,4.712E6,6.076E1,3.316E-1,3.144E-3,1.65E3,4.259E-3,1.818E-1,4.153E-1,1.277E2,2.206E2,9.169E2,9.233E-3,-9.844E1,-1.526E1,-1.019E1,-4.859E-1,-1.679E0,1.869E0,1.12E0,8.714E-1,-7.348E-1,-2.249E0,-1.152E-1,7.218E-1,6.339E-1,-6.872E-1,7.801E-1,-4.006E-1,3.614E-1,-6.074E-2,2.004E-1,8.603E-3,1.414E-1,2.656E-2,0E0,6.189E-1,6.93E1,1.622E3,7.155E4,1.291E7,Cat
2.342E1,2.171E-1,2.832E-3,2.36E2,9.581E-4,3.604E-2,1.023E-1,3.989E1,7.179E-15,6.971E-2,4.185E-4,1.534E1,4.965E0,3.902E0,2.212E0,2.71E0,2.043E0,2.259E0,1.861E0,2.178E0,1.608E0,1.779E0,1.868E0,1.435E0,1.868E-1,2.937E-1,1.559E-1,1.513E-1,1.238E-1,1.367E-1,1.038E-1,7.969E-2,8.118E-2,0E0,6.644E-2,1.756E1,1.066E3,1.018E5,1.229E7,4.979E1,4.019E-1,2.756E-4,1.48E3,2.48E-4,1.109E-2,7.88E-1,1.285E2,3.676E1,3.181E0,1.955E-2,-1.663E2,-3.033E-1,1.578E0,6.335E-1,4.419E-1,1.701E-2,-1.04E0,-1.083E0,4.86E-1,1.897E-1,-1.941E-1,-9.609E-1,-8.411E-1,-6.997E-1,2.665E-2,-9.839E-2,2.53E-2,-7.018E-2,7.968E-2,-1.862E-2,2.232E-2,-8.375E-3,0E0,3.508E-2,8.714E1,5.065E3,2.248E5,5.987E7,Cat
1.845E1,1.86E-1,2.831E-5,2.37E2,1.458E-4,6.444E-3,4.4E-2,3.141E1,2.164E1,2.338E-1,7.807E-4,1.469E1,3.703E0,3.3E0,1.905E0,2.065E0,2.033E0,2.086E0,1.666E0,1.423E0,1.284E0,1.134E0,1.268E0,1.143E0,1.378E-1,2.255E-1,1.352E-1,1.11E-1,9.481E-2,1.106E-1,1.055E-1,9.41E-2,7.955E-2,0E0,2.54E-2,1.549E1,9.043E2,8.945E4,1.076E7,3.676E1,2.855E-1,1.283E-5,1.457E3,1.859E-4,8.796E-3,5.974E-1,1.086E2,2.037E2,1.657E0,1.044E-2,-1.601E2,2.04E0,2.497E0,9.709E-1,1.598E0,-5.063E-1,-2.3E0,-1.525E0,3.069E-1,1.586E-1,-1.778E-1,-8.788E-1,-9.841E-1,-8.064E-1,3.065E-2,-8.099E-2,-7.199E-3,-2.263E-2,1.594E-1,-6.905E-2,2.758E-2,8.692E-3,0E0,3.296E-2,7.802E1,4.967E3,2.853E5,6.386E7,Cat
1.704E1,8.116E-2,4.283E-3,2.597E2,4.458E-3,1.678E-1,0E0,3.269E1,0E0,0E0,0E0,1.85E1,1.065E1,3.921E0,5.266E0,2.701E0,4.612E0,3.808E0,2.822E0,3.901E0,4.739E0,3.807E0,5.148E0,5.546E0,9.324E-2,2.642E-1,3.011E-1,1.775E-1,1.866E-1,2.135E-1,1.86E-1,1.678E-1,1.577E-1,0E0,1.625E-1,8.402E0,1.173E3,1.111E5,1.977E7,4.303E1,1.923E-1,3.178E-3,1.564E3,3.956E-3,1.493E-1,0E0,8.823E1,0E0,0E0,0E0,-1.456E2,-1.248E1,-4.849E0,1.235E0,-2.392E0,-3.205E0,2.997E0,2.659E0,2.467E0,-1.203E0,-4.776E0,-1.18E0,3.934E0,-8.299E-1,7.673E-1,-3.823E-2,2.518E-1,1.398E-1,3.429E-2,-1.062E-1,1.485E-1,1.003E-1,0E0,2.066E-1,6.159E1,2.234E3,1.984E5,3.427E7,Cat
3.201E1,2.277E-1,2.802E-3,2.835E2,1.928E-3,8.197E-2,0E0,5.815E1,0E0,0E0,0E0,4.436E1,5.793E0,4.022E0,2.134E0,2.233E0,2.867E0,2.254E0,1.978E0,2.842E0,4.073E0,2.928E0,3.25E0,2.211E0,2.822E-1,3.481E-1,1.261E-1,1.384E-1,1.452E-1,1.061E-1,1.009E-1,1.249E-1,9.492E-2,0E0,2.521E-1,1.85E1,1.125E3,1.204E5,1.411E7,6.516E1,4.67E-1,2.462E-3,1.502E3,3.087E-3,1.445E-1,0E0,1.376E2,0E0,0E0,0E0,-1.138E2,-5.926E0,-1.056E0,-3.513E0,-4.384E-1,-2.5E0,-3.157E-1,1.213E0,6.108E-1,-1.2E0,-1.719E0,-5.539E-1,-1.068E-1,-5.693E-1,1.677E-1,-1.563E-1,5.283E-2,1.183E-1,1.019E-1,-8.317E-2,9.526E-2,4.962E-3,0E0,5.042E-1,9.665E1,4.802E3,1.668E5,5.342E7,Cat
2.044E1,1.597E-1,3.646E-3,3.851E2,1.857E-3,6.735E-2,0E0,4.534E1,0E0,0E0,0E0,4.494E1,5.95E0,3.934E0,2.961E0,3.799E0,4.976E0,2.261E0,1.984E0,3.042E0,3.581E0,2.218E0,2.331E0,2.023E0,1.602E-1,2.835E-1,2.066E-1,1.499E-1,2.299E-1,1.579E-1,1.15E-1,1.61E-1,1.554E-1,0E0,1.702E-1,1.857E1,1.279E3,6.831E4,1.534E7,4.539E1,2.758E-1,2.536E-3,1.356E3,2.414E-3,1.018E-1,0E0,9.536E1,0E0,0E0,0E0,-1.213E2,-2.832E0,-3.757E0,4.206E-1,-3.275E0,1.052E0,-2.292E0,4.111E-1,-1.302E0,-4.463E-2,-9.436E-2,-1.337E0,-6.225E-1,-7.653E-1,6.329E-1,-2.594E-1,-1.707E-2,-6.781E-2,2.633E-1,-2.569E-2,1.157E-1,-9.536E-2,0E0,2.881E-1,6.319E1,2.603E3,1.537E5,3.058E7,Cat
1.873E1,1.742E-1,6.165E-4,2.872E2,8.548E-4,3.577E-2,0E0,3.576E1,0E0,0E0,0E0,3.345E1,3.305E0,2.192E0,1.891E0,2.496E0,1.622E0,2.773E0,1.63E0,1.472E0,1.532E0,1.364E0,1.927E0,1.429E0,1.41E-1,3.336E-1,1.86E-1,1.453E-1,1.231E-1,9.133E-2,1.067E-1,1.09E-1,1.11E-1,0E0,1.5E-1,1.306E1,1.194E3,8.65E4,1.427E7,4.986E1,3.955E-1,3.529E-4,1.468E3,8.443E-4,4.168E-2,0E0,1.128E2,0E0,0E0,0E0,-1.277E2,-3.149E-1,-3.566E-1,-1.332E0,-8.245E-1,1.48E-1,-2.79E0,-4.002E-1,-3.305E-2,-3.651E-1,-1.408E0,-6.962E-1,1.405E-1,-7.144E-1,6.402E-3,-3.13E-2,-4.536E-3,-7.984E-3,9.483E-2,3.947E-2,8.109E-2,-3.377E-2,0E0,1.739E-1,8.549E1,5.25E3,2.773E5,6.61E7,Cat
1.593E1,1.002E-1,2.087E-3,1.472E2,1.845E-3,7.033E-2,9.55E-2,2.93E1,2.43E-1,1.071E1,2.69E-3,1.598E1,6.472E0,3.743E0,1.71E0,1.51E0,1.626E0,2.987E0,2.234E0,2.723E0,2.687E0,2.047E0,2.463E0,1.857E0,8.515E-2,3.771E-1,1.406E-1,1.199E-1,1.146E-1,9.245E-2,9.907E-2,1.199E-1,9.31E-2,0E0,1.366E-1,8.491E0,1.196E3,1.151E5,2.26E7,2.186E1,1.135E-1,6.45E-4,1.619E3,1.03E-3,4.083E-2,7.067E-1,6.648E1,7.504E1,6.25E1,1.943E-2,-1.489E2,2.927E0,6.793E-1,9.302E-1,1.184E0,-2.651E-1,5.315E-1,3.444E-1,-1.333E0,-2.661E0,-1.262E0,6.581E-2,-8.378E-2,-9.013E-1,5.433E-2,-4.07E-2,1.281E-1,1.883E-2,5.049E-2,-4.773E-2,6.443E-2,-4.841E-2,0E0,9.488E-2,6.201E1,4.537E3,3.756E5,7.052E7,Cat
