@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC

@ATTRIBUTE classe {Cat, Dog}

@DATA
8.368E0,1.283E-1,1.937E-3,2.195E2,3.159E-3,1.245E-1,0E0,1.891E1,0E0,0E0,0E0,3.782E1,5.18E0,4.528E0,1.558E0,1.892E0,2.298E0,1.342E0,1.435E0,2.132E0,2.107E0,1.075E0,2.031E0,1.93E0,8.166E-2,1.668E-1,1.271E-1,1.643E-1,1.51E-1,1.789E-1,1.832E-1,9.695E-2,8.052E-2,0E0,2.994E-1,1.414E1,9.312E2,3.904E4,1.021E7,3.566E1,1.924E-1,1.464E-3,1.69E3,4.114E-3,1.641E-1,0E0,6.772E1,0E0,0E0,0E0,-1.191E2,-5.695E0,-1.354E1,-3.149E0,-1.259E0,7.137E-1,-3.096E0,-3.828E-1,2.461E0,-2.066E-1,8.379E-1,-2.255E0,-3.012E0,-8.787E-1,7.64E-1,-1.153E-1,2.519E-1,-1.251E-1,2.237E-1,2.178E-1,1.2E-1,1.989E-2,0E0,4.036E-1,5.738E1,2.221E3,1.659E5,2.813E7,Cat
1.875E1,1.703E-1,2.735E-3,3.853E2,2.644E-3,1.032E-1,0E0,3.147E1,0E0,0E0,0E0,6.819E1,5.881E0,6.817E0,3.273E0,2.522E0,3.447E0,1.586E0,1.645E0,1.94E0,1.609E0,1.315E0,2.255E0,1.846E0,2.148E-1,3.177E-1,1.992E-1,1.693E-1,2.61E-1,2.093E-1,1.391E-1,1.052E-1,9.207E-2,0E0,2.626E-1,2.244E1,1.439E3,9.042E4,1.555E7,4.04E1,2.398E-1,2.608E-3,1.487E3,3.694E-3,1.479E-1,0E0,7.54E1,0E0,0E0,0E0,-1.337E2,-5.427E0,-1.286E1,5.815E-1,-1.398E0,1.638E0,-1.788E0,-1.298E0,-3.021E-1,1.048E0,1.8E0,-2.316E0,-2.945E0,-8.269E-1,7.556E-1,-2.961E-1,7.172E-3,1.097E-1,2.713E-1,1.575E-2,2.047E-2,6.089E-2,0E0,3.588E-1,5.885E1,2.12E3,1.398E5,3.058E7,Cat
9.566E0,6.204E-2,2.969E-3,3.678E2,2.097E-3,8.645E-2,0E0,2.869E1,0E0,0E0,0E0,5.149E1,7.715E0,3.749E0,2.1E0,2.276E0,2.243E0,1.395E0,1.352E0,1.637E0,1.542E0,1.195E0,1.393E0,1.158E0,7.454E-2,1.792E-1,1.121E-1,1.57E-1,1.464E-1,1.238E-1,1.592E-1,9.845E-2,1.682E-1,0E0,2.941E-1,1.015E1,8.724E2,2.52E4,9.759E6,5.422E1,3.113E-1,3.017E-3,1.44E3,3.198E-3,1.372E-1,0E0,1.063E2,0E0,0E0,0E0,-1.187E2,-1.406E1,-9.382E0,6.472E-1,-1.711E0,1.763E0,-1.781E0,-9.168E-1,-4.41E-1,2.156E0,-8.253E-1,3.819E-1,-1.004E0,-7.467E-1,7.51E-1,-2.603E-1,1.481E-1,-1.83E-2,3.23E-1,-9.908E-2,2.708E-2,1.849E-1,0E0,4.839E-1,7.146E1,2.273E3,1.437E5,2.539E7,Cat
1.146E1,8.406E-2,2.013E-3,3.5E2,2.211E-3,8.905E-2,0E0,2.496E1,0E0,0E0,0E0,5.566E1,5.578E0,3.933E0,2.457E0,1.625E0,1.627E0,1.756E0,1.741E0,2.245E0,1.51E0,1.512E0,1.981E0,1.129E0,1.203E-1,1.797E-1,1.198E-1,1.025E-1,1.438E-1,1.38E-1,1.436E-1,1.394E-1,1.032E-1,0E0,2.978E-1,8.287E0,9.252E2,3.107E4,1.202E7,6.37E1,3.738E-1,2.714E-3,1.522E3,3.722E-3,1.615E-1,0E0,1.226E2,0E0,0E0,0E0,-1.175E2,-1.699E1,-6.667E0,-1.894E-1,-5.504E-2,1.548E0,-4.59E-1,-2.092E0,-3.943E-1,-9.11E-1,-1.005E0,-6.581E-1,-2.261E0,-6.417E-1,6.55E-1,-2.695E-1,3.624E-1,-1.19E-1,2.184E-1,1.366E-3,1.027E-1,1.642E-1,0E0,5.527E-1,8.35E1,2.672E3,1.17E5,2.443E7,Cat
2.127E1,1.08E-1,2.105E-3,1.952E2,2.287E-3,8.559E-2,4.052E-2,4.601E1,0E0,0E0,0E0,2.461E1,7.518E0,4.565E0,1.935E0,2.76E0,2.402E0,3.638E0,2.097E0,3.852E0,3.553E0,4.198E0,3.599E0,2.642E0,9.723E-2,3.768E-1,2.294E-1,1.439E-1,1.774E-1,1.394E-1,1.231E-1,9.937E-2,1.095E-1,0E0,1.962E-1,2.009E1,9.278E2,1.021E5,1.893E7,1.86E1,1.006E-1,1.11E-3,1.632E3,2.457E-3,9.192E-2,7.02E-1,4.578E1,0E0,0E0,0E0,-1.521E2,-2.015E0,-3.108E0,1.206E0,-5.076E-1,1.646E0,2.15E0,1.047E0,4.365E-1,-1.203E0,-1.121E0,7.961E-1,-6.332E-1,-9.207E-1,3.534E-1,-5.84E-2,3.457E-3,-1.138E-1,1.247E-2,-3.604E-2,4.21E-2,2.121E-2,0E0,1.76E-1,4.284E1,2.89E3,2.967E5,5.36E7,Cat
1.265E1,1.098E-1,2.675E-4,1.44E2,4.555E-4,1.662E-2,8.279E-2,2.626E1,5.233E1,9.514E-1,2.766E-4,1.326E1,2.856E0,2.275E0,1.879E0,1.802E0,1.665E0,1.696E0,1.428E0,1.576E0,1.572E0,1.979E0,1.522E0,1.614E0,7.543E-2,2.563E-1,1.176E-1,1.191E-1,1.095E-1,9.053E-2,8.698E-2,8.522E-2,7.717E-2,0E0,4.056E-2,9.003E0,7.662E2,7.927E4,1.348E7,1.953E1,1.164E-1,8.399E-5,1.609E3,6.19E-4,2.529E-2,6.851E-1,6.191E1,1.966E2,1.485E1,8.863E-3,-1.408E2,3.88E0,2.477E0,4.841E-1,1.533E0,-1.102E-1,4.373E-1,1.416E-1,1.104E0,-2.885E-1,-8.323E-1,-8.597E-1,1.175E-1,-9.094E-1,1.297E-1,-2.529E-1,1.331E-1,1.494E-2,3.883E-2,-4.385E-2,2.531E-2,-2.128E-2,0E0,7.699E-2,5.974E1,4.18E3,3.128E5,5.877E7,Cat
1.881E1,1.583E-1,6.308E-5,1.272E2,2.611E-4,1.065E-2,6.512E-2,3.724E1,6.766E1,8.992E-1,1.943E-4,6.257E0,2.927E0,2.047E0,1.636E0,1.717E0,1.489E0,1.547E0,1.39E0,1.462E0,1.456E0,1.811E0,1.382E0,1.457E0,1.539E-1,2.31E-1,1.609E-1,1.065E-1,1.198E-1,9.502E-2,9.399E-2,7.304E-2,7.043E-2,0E0,2.957E-2,1.24E1,6.58E2,1.009E5,1.216E7,2.36E1,1.559E-1,4.473E-5,1.596E3,5.258E-4,2.25E-2,6.75E-1,7.253E1,1.395E2,1.432E1,9.095E-3,-1.407E2,3.41E0,2.914E0,2.078E-1,1.467E0,-6.656E-2,3.813E-1,2.104E-2,9.252E-1,-3.529E-1,-5.78E-1,-7.523E-1,-1.235E-1,-8.686E-1,1.013E-1,-3.042E-1,1.207E-1,-1.769E-2,3.515E-2,-2.865E-2,2.376E-2,-3.165E-2,0E0,7.364E-2,6.402E1,4.319E3,2.865E5,5.704E7,Cat
2.001E1,2.131E-1,6.269E-3,2.469E2,2.538E-3,5.971E-2,1.219E-2,5.076E1,0E0,0E0,0E0,2.227E1,4.525E0,2.455E0,2.284E0,2.158E0,1.898E0,2.391E0,3.264E0,1.991E0,2.528E0,2.232E0,1.911E0,2.282E0,1.476E-1,1.324E-1,2.236E-1,9.619E-2,2.154E-1,1.093E-1,1.337E-1,1.146E-1,9.114E-2,0E0,1.049E-1,2.354E1,1.072E3,1.745E5,2.011E7,1.311E1,1.138E-1,3.078E-3,1.693E3,3.358E-3,1.042E-1,5.779E-1,4.596E1,0E0,0E0,0E0,-1.479E2,2.999E0,3.797E0,-8.826E-2,3.406E0,7.144E-1,-2.692E-1,1.539E0,6.226E-1,-1.282E0,-1.017E0,3.39E-1,7.134E-1,-9.004E-1,-2.184E-1,-3.79E-1,1.868E-1,-1.018E-1,1.601E-2,-8.57E-2,7.169E-2,-5.891E-2,0E0,1.829E-1,5.251E1,4.673E3,3.609E5,7.364E7,Cat
1.962E1,1.484E-1,1.562E-3,5.56E2,2.178E-3,8.234E-2,0E0,4.267E1,0E0,0E0,0E0,3.029E2,5.835E0,3.712E0,2.217E0,1.86E0,2.16E0,1.931E0,2.151E0,2.965E0,2.619E0,3.455E0,3.762E0,2.195E0,2.884E-1,4.168E-1,1.934E-1,1.777E-1,2.132E-1,1.522E-1,1.267E-1,1.114E-1,9.201E-2,0E0,1.676E-1,2.169E1,1.449E3,1.335E5,2.393E7,2.134E1,1.379E-1,9.994E-4,1.426E3,2.537E-3,9.485E-2,0E0,5.418E1,0E0,0E0,0E0,-2.365E2,-5.703E-2,-1.219E-1,1.521E0,4.16E-1,-7.081E-1,-1.864E-1,1.48E0,1.838E0,1.376E0,-2.815E0,-3.177E0,1.842E-1,-8.071E-1,3.288E-1,-1.182E-1,-4.317E-3,9.277E-2,1.725E-3,-9.512E-2,4.708E-3,5.12E-4,0E0,1.922E-1,4.664E1,3.094E3,2.849E5,5.381E7,Cat
4.594E1,2.661E-1,2.58E-4,1.435E2,5.431E-4,1.893E-2,0E0,8.649E1,0E0,0E0,0E0,8.024E0,5.865E0,2.616E0,3.593E0,3.636E0,2.449E0,2.137E0,3.368E0,2.443E0,2.228E0,2.114E0,1.951E0,1.863E0,3.62E-1,3.774E-1,9.54E-2,1.566E-1,1.68E-1,9.139E-2,9.733E-2,1.058E-1,8.867E-2,0E0,5.654E-2,2.648E1,1.106E3,1.983E5,2.29E7,3.901E1,2.195E-1,1.925E-4,1.712E3,7.751E-4,2.835E-2,0E0,9.939E1,0E0,0E0,0E0,-1.582E2,-3.096E0,3.119E0,-2.611E-1,2.437E0,-6.237E-1,-5.279E-1,1.587E0,-2.976E-1,-1.297E0,4.857E-1,-1.529E-1,1.178E-1,-7.073E-1,-2.122E-2,-2.901E-1,1.185E-1,-1.888E-1,7.479E-3,-9.5E-2,2.733E-2,-7.318E-2,0E0,7.691E-2,7.971E1,4.886E3,2.459E5,6.28E7,Cat
1.007E1,9.889E-2,4.603E-3,2.724E2,2.559E-3,6.895E-2,1.595E-2,3.018E1,0E0,0E0,0E0,2.625E1,3.703E0,3.012E0,1.825E0,2.05E0,1.703E0,1.788E0,2.037E0,1.789E0,2.106E0,1.511E0,3.172E0,1.563E0,5.93E-2,2.359E-1,2.537E-1,1.687E-1,1.142E-1,1.397E-1,2.045E-1,1.129E-1,1.108E-1,0E0,1.458E-1,1.549E1,1.067E3,8.351E4,1.576E7,6.47E0,4.592E-2,4.566E-3,1.554E3,5.074E-3,1.782E-1,5.325E-1,2.54E1,0E0,0E0,0E0,-1.252E2,6.297E0,2.255E0,1.671E0,1.883E-1,1.427E0,4.945E-1,8.968E-1,4.858E-1,-8.001E-1,-5.472E-1,7.953E-1,-8.381E-1,-9.686E-1,2.459E-1,-8.13E-2,-4.603E-2,-5.013E-2,2.145E-2,-6.476E-2,6.458E-4,1.56E-2,0E0,2.974E-1,3.226E1,2.742E3,3.036E5,5.643E7,Cat
3.135E1,1.474E-1,2.555E-3,1.4E2,2.128E-3,8.203E-2,6.604E-2,5.887E1,1.424E1,8.174E0,8.531E-4,1.434E1,9.843E0,3.77E0,2.374E0,2.392E0,2.099E0,2.049E0,2.032E0,2.77E0,2.217E0,3.188E0,2.579E0,2.343E0,1.956E-1,3.462E-1,1.645E-1,2.004E-1,1.624E-1,1.353E-1,1.279E-1,1.284E-1,1.314E-1,0E0,1.647E-1,2.206E1,8.562E2,1.433E5,2.38E7,2.354E1,1.169E-1,9.666E-4,1.556E3,1.48E-3,5.744E-2,7.813E-1,5.738E1,5.753E1,7.261E1,1.603E-2,-1.527E2,8.934E-1,2.994E0,2.034E0,1.011E-1,1.049E0,1.628E0,1.756E-1,-1.242E0,-9.091E-1,1.052E0,-3.439E-1,-1.262E0,-8.76E-1,3.12E-1,-7.514E-2,1.322E-1,-6.271E-2,3.206E-2,-2.263E-3,6.242E-2,-3.099E-2,0E0,1.184E-1,5.205E1,3.166E3,3.033E5,5.55E7,Cat
2.451E1,1.258E-1,2.994E-3,1.445E2,1.542E-3,5.688E-2,9.097E-2,4.716E1,2.65E0,5.269E0,1.443E-3,1.817E1,8.318E0,2.876E0,2.276E0,1.961E0,1.966E0,1.802E0,1.721E0,2.188E0,1.824E0,2.025E0,1.904E0,1.939E0,1.46E-1,2.748E-1,1.935E-1,1.951E-1,1.481E-1,1.099E-1,1.079E-1,8.543E-2,9.429E-2,0E0,1.182E-1,1.67E1,8.04E2,1.207E5,2.035E7,1.672E1,9.003E-2,7.059E-4,1.544E3,1.056E-3,4.055E-2,7.87E-1,4.62E1,2.879E1,3.009E1,1.36E-2,-1.512E2,2.883E0,1.428E0,1.213E0,1.03E-1,4.342E-1,8.005E-1,-4.68E-1,-4.669E-1,-9.812E-1,3.48E-1,5.505E-2,-7.673E-1,-9.178E-1,2.767E-1,-9.378E-2,1.254E-1,-5.979E-2,2.65E-2,-3.843E-2,4.07E-2,-1.501E-2,0E0,9.013E-2,4.698E1,3.195E3,3.162E5,5.721E7,Cat
1.78E1,1.037E-1,6.05E-3,2.436E2,3.587E-3,1.337E-1,0E0,2.95E1,0E0,0E0,0E0,3.169E1,5.077E0,5.694E0,2.025E0,2.429E0,2.565E0,2.869E0,1.852E0,3.533E0,2.097E0,4.466E0,1.994E0,3.074E0,8.595E-2,5.072E-1,2.357E-1,1.561E-1,9.899E-2,1.197E-1,9.983E-2,1.199E-1,9.269E-2,0E0,2.331E-1,9.06E0,1.303E3,9.095E4,1.863E7,2.83E1,1.44E-1,2.752E-3,1.617E3,3.196E-3,1.225E-1,0E0,7.602E1,0E0,0E0,0E0,-1.306E2,-6.448E-2,-1.164E0,1.914E0,1.49E0,1.786E0,2.519E0,-1.164E-1,-2.461E0,-1.824E0,2.68E0,1.344E-1,-2.708E0,-8.734E-1,2.165E-1,5.037E-2,-1.734E-1,-1.15E-2,1.05E-1,-2.947E-3,3.986E-2,5.328E-2,0E0,2.53E-1,6.472E1,4.452E3,3.844E5,7.431E7,Cat
1.681E1,1.005E-1,1.855E-3,3.124E2,2.153E-3,8.205E-2,0E0,3.283E1,0E0,0E0,0E0,2.898E1,9.424E0,9.955E0,2.489E0,3.382E0,2.227E0,3.171E0,2.313E0,4.523E0,4.301E0,2.997E0,4.626E0,4.085E0,8.028E-2,3.438E-1,2.672E-1,2.653E-1,1.808E-1,1.287E-1,1.277E-1,1.722E-1,1.673E-1,0E0,1.546E-1,1.265E1,8.819E2,1.238E5,2.254E7,2.854E1,1.584E-1,1.162E-3,1.785E3,3.034E-3,1.162E-1,0E0,5.932E1,0E0,0E0,0E0,-1.42E2,-1.752E0,-8.678E0,-9.648E-1,-2.242E0,-1.269E0,-2.713E0,1.056E0,4.933E0,5.159E0,-1.724E0,-3.684E0,-3.004E0,-9.024E-1,7.191E-1,-3.97E-1,7.755E-2,-6.722E-3,7.182E-2,9.096E-2,1.123E-1,-1.232E-2,0E0,2.143E-1,3.863E1,1.209E3,1.063E5,1.863E7,Cat
4.769E0,6.215E-2,2.088E-3,2.576E2,8.103E-4,2.935E-2,1.659E-2,1.196E1,0E0,0E0,0E0,2.544E1,6.235E0,4.567E0,2.454E0,2.865E0,2.26E0,2.102E0,1.897E0,2.156E0,2.235E0,2.203E0,1.545E0,1.55E0,3.793E-2,1.917E-1,2.521E-1,1.572E-1,1.373E-1,9.101E-2,1.272E-1,9.268E-2,7.128E-2,0E0,8.754E-2,1.72E1,9.558E2,7.479E4,1.201E7,1.94E0,1.756E-2,5.886E-4,1.507E3,2.848E-3,8.65E-2,7.449E-1,3.824E0,0E0,0E0,0E0,-1.701E2,-2.377E0,2.833E0,1.742E0,2.157E0,1.414E0,2.616E-1,8.162E-1,-1.418E-1,5.59E-2,-8.783E-2,-1.533E-1,-6.855E-1,-9.857E-1,1.012E-1,-1.508E-1,-5.9E-2,-7.552E-2,-1.477E-3,-3.044E-2,2.605E-3,-6.088E-3,0E0,1.074E-1,2.428E1,2.334E3,2.702E5,5.083E7,Cat
1.538E1,1.076E-1,1.662E-3,1.847E2,1.29E-3,4.774E-2,8.004E-2,2.924E1,7.043E1,2.935E0,6.235E-4,2.094E1,5.115E0,2.976E0,2.755E0,3.262E0,2.083E0,2.623E0,1.999E0,1.688E0,2.632E0,2.657E0,2.225E0,1.979E0,8.368E-2,2.923E-1,1.929E-1,1.665E-1,1.548E-1,1.219E-1,8.397E-2,8.543E-2,7.806E-2,0E0,9.971E-2,1.541E1,1.062E3,1.07E5,1.902E7,1.373E1,7.985E-2,4.951E-4,1.56E3,1.132E-3,4.231E-2,6.963E-1,4.388E1,1.176E2,5.457E1,1.201E-2,-1.507E2,8.295E-1,1.487E0,-1.493E-1,-6.623E-2,2.88E-2,-7.3E-1,8.501E-2,3.152E-1,3.334E-1,1.283E0,4.366E-1,-4.731E-1,-9.363E-1,1.178E-1,-1.776E-1,3.57E-2,-5.727E-3,2.748E-2,-2.238E-2,1.522E-2,-1.776E-2,0E0,9.332E-2,5.38E1,4.077E3,3.483E5,6.626E7,Cat
1.493E1,9.42E-2,5.474E-3,2.785E2,2.129E-3,6.231E-2,3.377E-2,3.23E1,0E0,0E0,0E0,2.667E1,1.121E1,3.744E0,2.59E0,2.458E0,1.84E0,2.26E0,1.87E0,1.849E0,2.325E0,2.247E0,1.745E0,2.045E0,9.341E-2,2.149E-1,1.521E-1,7.636E-2,1.248E-1,6.588E-2,6.908E-2,4.965E-2,6.848E-2,0E0,7.041E-2,2.161E1,1.06E3,8.353E4,1.588E7,5.14E0,3.385E-2,1.554E-3,1.5E3,2.382E-3,8.032E-2,6.292E-1,1.164E1,0E0,0E0,0E0,-1.976E2,1.253E1,3.113E0,2.078E0,1.848E-1,1.655E0,1.74E0,2.035E0,1.249E0,-6.802E-1,-1.276E0,-4.588E-2,2.744E-1,-9.714E-1,1.295E-1,1.705E-2,5.168E-2,-2.167E-3,3.162E-2,1.951E-2,2.336E-2,7.596E-3,0E0,8.254E-2,1.199E1,6.858E2,6.741E4,1.285E7,Cat
1.502E1,8.768E-2,1.333E-3,1.903E2,1.048E-3,4.265E-2,4.995E-2,2.516E1,2.816E1,2.585E0,1.257E-3,1.94E1,5.572E0,2.517E0,2.348E0,3.332E0,2.015E0,2.485E0,2.352E0,1.662E0,2.502E0,2.781E0,2.537E0,2.261E0,7.921E-2,3.04E-1,1.872E-1,1.59E-1,1.67E-1,1.156E-1,8.726E-2,8.277E-2,8.039E-2,0E0,1.058E-1,1.195E1,9.908E2,1.06E5,2.004E7,1.472E1,7.652E-2,3.051E-4,1.58E3,8.017E-4,3.224E-2,7.643E-1,4.629E1,4.546E1,2.097E1,1.529E-2,-1.541E2,2.006E0,1.187E0,-2.404E-1,1.56E-2,-3.416E-1,-1.047E0,1.06E-1,5.941E-1,5.295E-1,1.34E0,4.923E-1,-4.874E-1,-9.361E-1,1.649E-1,-1.395E-1,7.079E-2,1.353E-2,3.201E-2,-2.979E-2,3.423E-3,-2.283E-2,0E0,7.933E-2,5.4E1,4.013E3,3.539E5,6.572E7,Cat
2.657E1,1.501E-1,2.541E-3,1.965E2,1.612E-3,4.823E-2,5.437E-2,4.993E1,6.393E1,9.24E0,9.81E-4,1.632E1,7.691E0,3.574E0,2.369E0,2.732E0,2.796E0,2.492E0,2.48E0,1.939E0,1.971E0,1.668E0,1.411E0,1.445E0,2.05E-1,2.589E-1,1.798E-1,1.516E-1,1.371E-1,9.136E-2,1.05E-1,8.362E-2,8.259E-2,0E0,6.784E-2,2.733E1,1.428E3,1.479E5,2.485E7,8.415E0,4.681E-2,5.973E-4,1.552E3,1.323E-3,4.421E-2,6.775E-1,2.07E1,1.962E2,4.01E1,1.149E-2,-1.812E2,3.367E0,3.272E0,2.308E0,2.147E0,4.629E-1,-5.922E-1,2.444E0,1.45E0,1.025E0,6.733E-1,-8.479E-1,-4.921E-1,-9.446E-1,1.738E-2,-4.768E-3,3.782E-2,-3.805E-2,5.13E-2,3.059E-3,2.545E-2,1.751E-2,0E0,6.024E-2,3.254E1,3.016E3,3.557E5,6.825E7,Cat
2.846E1,1.857E-1,5.694E-3,1.746E2,3.335E-3,9.711E-2,5.719E-2,5.509E1,2.724E1,3.254E1,1.262E-3,1.915E1,8.952E0,3.232E0,2.722E0,2.551E0,2.952E0,2.37E0,2.275E0,2.199E0,1.999E0,1.683E0,1.542E0,1.497E0,2.322E-1,2.243E-1,2.206E-1,1.612E-1,1.502E-1,1.391E-1,1.503E-1,8.846E-2,8.048E-2,0E0,1.607E-1,3.333E1,1.509E3,1.738E5,2.56E7,9.906E0,6.621E-2,1.87E-3,1.565E3,2.495E-3,8.353E-2,6.871E-1,2.383E1,1.766E2,2.149E2,1.278E-2,-1.734E2,1.855E0,3.228E0,2.027E0,1.916E0,1.139E0,-5.219E-1,2.36E0,8.592E-1,7.293E-1,1.305E-1,-6.071E-1,-1.959E-1,-9.226E-1,3.319E-2,-3.7E-2,1.549E-2,-4.416E-2,4.692E-3,-2.629E-2,2.297E-2,-1.136E-3,0E0,1.182E-1,3.309E1,2.75E3,2.956E5,6.052E7,Cat
3.298E1,2.172E-1,1.257E-2,1.761E2,3.23E-3,9.306E-2,6.281E-2,6.509E1,1.637E1,5.224E1,2.483E-3,2.5E1,9.53E0,5.01E0,2.968E0,3.545E0,3.298E0,2.467E0,2.162E0,2.281E0,2.588E0,2.007E0,2.035E0,1.79E0,2.611E-1,3.012E-1,2.08E-1,1.622E-1,1.687E-1,1.445E-1,1.468E-1,9.834E-2,1.075E-1,0E0,1.809E-1,3.722E1,1.557E3,1.727E5,2.569E7,1.576E1,1.045E-1,2.619E-3,1.572E3,2.284E-3,7.715E-2,6.631E-1,3.591E1,1.7E2,1.485E2,1.241E-2,-1.709E2,6.579E-1,2.096E0,1.333E0,8.85E-1,7.363E-1,-4.989E-1,1.45E0,8.91E-1,6.859E-1,4.26E-2,-7.943E-1,-5.615E-1,-8.867E-1,8.239E-2,-6.103E-5,2.881E-2,-6.262E-2,7.95E-4,-3.81E-2,3.295E-2,-2.041E-2,0E0,1.34E-1,3.819E1,2.819E3,2.815E5,5.934E7,Cat
